,Unnamed: 0,id,name,type,price,original_price,discount,discount_rate,rating_average,review_count,productset_group_name,day_ago_created,all_time_quantity_sold
16,16,145381828,[Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET47,configurable,304000,304000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
17,17,145377681,Hàng VNXK ] [Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET46,configurable,304000,304000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
18,18,145376302,[Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET33,configurable,245000,245000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
19,19,145373321,[Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET44,configurable,266000,266000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
20,20,145376539,[Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET27,configurable,304000,304000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
21,21,153260165,Giày Thể Thao Nam - Ghi(s),configurable,204000,204000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,78.0,
22,22,107125518,Bộ DAC Kỹ Thuật Số HIFI AK4490EQ 32bit 384khz S.M.S.L Sanskrit Pro-B - Hàng Chính Hãng,simple,3155000,3155000,0,0,0.0,0,Điện Tử - Điện Lạnh/Âm thanh & Phụ kiện Tivi/Bộ giải mã âm thanh DAC,360.0,
23,23,76242660,Giày Chạy Bộ Nam NEW BALANCE M860A11 860v11,configurable,1848000,3695000,1847000,50,4.6,13,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,509.0,20.0
24,24,145379826,[Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET42,configurable,231000,231000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
25,25,145379930,[Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET48,configurable,245000,245000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
26,26,31979656,Giày Chạy Bộ S-LAB ULTRA 2 RACING RED L40927200,configurable,5000000,5000000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,1007.0,
27,27,138674792,Giày chạy bộ nam New Balance Cushioning - MPESU,configurable,998000,1995000,997000,50,4.8,4,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,216.0,11.0
28,28,84482599,Tắm Trắng Cafe S-White,simple,330000,330000,0,0,0.0,0,Làm Đẹp - Sức Khỏe/Chăm sóc cơ thể/Dưỡng Thể/Dưỡng trắng,448.0,
29,29,75325713,KEO DÁN KIM LOẠI S-EPOXY,simple,22400,22400,0,0,5.0,3,Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Dụng cụ sửa chữa khác/Khác,526.0,10.0
30,30,42688299,Khô bò giòn vừa  S'Shop lon nhôm  250g ,simple,130000,130000,0,0,4.2,19,Bách Hóa Online/Thực phẩm/Thực phẩm khô/Thực phẩm ăn liền,925.0,174.0
31,31,119407756,Giày sneaker unisex Fila Oakmont TR - 1JM00801D,configurable,1995000,1995000,0,0,4.5,4,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,294.0,6.0
32,32,128568925,Xe Máy KYMCO Visar S 50cc,configurable,17400000,17400000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Xe máy/Xe 50cc,249.0,
33,33,145379478,[Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET37,configurable,179000,179000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
34,34,179555407,HỘP KHỬ MÙI TỦ LẠNH S SELECT NHẬT BẢN,simple,79200,99000,19800,20,5.0,1,"Đồ Chơi - Mẹ & Bé/Chăm sóc nhà cửa/Vệ sinh nhà cửa/Khử mùi, sáp thơm",34.0,1.0
35,35,103773704,Giày Thể Thao Nam Biti's Hunter X 2k19 - DSMH02200DEN - Đen,configurable,885000,932000,47000,5,4.7,65,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,374.0,126.0
36,36,184410532,Khô cá lóc VS size S 250g,simple,119000,119000,0,0,0.0,0,NGON/Thực phẩm Việt/Đặc sản vùng miền,13.0,
37,37,74389409,Giày Chạy Bộ S-LAB ULTRA 3 RACING RED L41266100,configurable,5200000,5200000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,543.0,1.0
38,38,516775,Kính Lặn S&D Lớn,simple,330000,350000,20000,6,0.0,0,"Thể Thao - Dã Ngoại/Thể thao dưới nước/Lặn biển/Kính lặn ống thở, mặt nạ lặn",1934.0,1.0
39,39,118281790,Giày Thể Thao Nam Biti’s Hunter X Z Collection InGreenZ DSMH06300REU (Rêu),configurable,1086000,1207000,121000,10,4.6,38,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,301.0,71.0
40,40,161461379,Piaggio Liberty S 125 Yellow Sole,simple,57700000,57700000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Xe máy/Xe tay ga,119.0,
41,41,155833201,Nước rửa tay S Select Nhật Bản (1000ml),simple,135200,169000,33800,20,5.0,1,Làm Đẹp - Sức Khỏe/Chăm sóc cơ thể/Sản phẩm sạch khuẩn,158.0,5.0
42,42,118423483,Giày Thể Thao Nữ Biti’s Hunter Jogging ActivGen DSWH07200XAM (Xám),configurable,638000,638000,0,0,5.0,52,Thể Thao - Dã Ngoại/Giày thể thao nữ/Giày chạy bộ nữ,301.0,98.0
43,43,44888793,Khô gà lá chanh S'Shop 1kg siêu sạch,simple,250000,250000,0,0,4.1,19,Bách Hóa Online/Thực phẩm/Thực phẩm khô/Thực phẩm ăn liền,908.0,130.0
44,44,184410540,Khô cá sặc VS size S 200g,simple,93000,93000,0,0,0.0,0,NGON/Thực phẩm Việt/Đặc sản vùng miền,13.0,
45,45,145798404,NƯỚC RỬA TAY S SELECT NHẬT BẢN (460ML) ,simple,98450,179000,80550,45,5.0,2,Làm Đẹp - Sức Khỏe/Chăm sóc cơ thể/Sản phẩm sạch khuẩn,191.0,8.0
46,46,171054161,Giày tập thể thao nam Training Anta A-EBUFFER2.0 812127710,configurable,831000,1419000,588000,41,5.0,8,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,85.0,21.0
47,47,68887313,Ghế bơm hơi S Lazy Sofa,simple,749000,749000,0,0,0.0,0,Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng khách/Nội thất phòng khách khác,389.0,
48,48,8211860,Sủi Da S-507 - Kềm Nghĩa,simple,65000,65000,0,0,4.5,4,Làm Đẹp - Sức Khỏe/Dụng cụ làm đẹp/Chăm sóc móng/Dụng cụ làm móng,1274.0,18.0
49,49,144803551,Giày sneaker unisex Fila Funky Tennis 1998 - 1TM00622D,configurable,1250000,1795000,545000,30,5.0,1,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,196.0,3.0
50,50,8211854,Sủi Da S-504 - Kềm Nghĩa,simple,50000,50000,0,0,5.0,4,Làm Đẹp - Sức Khỏe/Dụng cụ làm đẹp/Chăm sóc móng/Dụng cụ làm móng,1274.0,21.0
51,51,3136591,Núm Vú Cổ Rộng Wesser (Size S),simple,85000,85000,0,0,5.0,2,Đồ Chơi - Mẹ & Bé/Đồ dùng cho bé/Đồ dùng ăn uống cho bé/Núm ti,1419.0,14.0
52,52,82766644,Cà phê chinh phục S 500g  - 15169,simple,48500,48500,0,0,0.0,0,"TIKINGON/Bia, đồ uống/Cà phê hạt, đóng chai",453.0,
53,53,76242660,Giày Chạy Bộ Nam NEW BALANCE M860A11 860v11,configurable,1848000,3695000,1847000,50,4.6,13,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,509.0,20.0
54,54,70118626,S-3XL Adult Life Jacket Lifesaving Swimming Boating Sailing Vest + Whistle Blue S,configurable,311348,311348,0,0,0.0,0,"Hàng Quốc Tế/Thể thao - Dã ngoại/Phụ kiện thể thao, dã ngoại",609.0,
55,55,21489028,GROWATT INVERTER 5500MTL-S.,simple,12699000,12699000,0,0,0.0,0,Nhà Cửa - Đời Sống/Dụng cụ & Thiết bị tiện ích/Thiết bị điều khiển thông minh,1077.0,
56,56,8211858,Sủi Da S-506 - Kềm Nghĩa,simple,65000,65000,0,0,4.8,44,Làm Đẹp - Sức Khỏe/Dụng cụ làm đẹp/Chăm sóc móng/Dụng cụ làm móng,1274.0,308.0
57,57,138674792,Giày chạy bộ nam New Balance Cushioning - MPESU,configurable,998000,1995000,997000,50,4.8,4,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,216.0,11.0
58,58,7412545,Sủi Da S-511,simple,65000,65000,0,0,5.0,2,Làm Đẹp - Sức Khỏe/Dụng cụ làm đẹp/Chăm sóc móng/Dụng cụ làm móng,1304.0,11.0
59,59,44574079,Khô heo sợi cary 500g S'shop,simple,140000,140000,0,0,3.0,7,Bách Hóa Online/Thực phẩm/Thực phẩm khô/Thực phẩm ăn liền,911.0,75.0
60,60,749383,Ti Ngậm Dạ Quang Kidsme 160117LI-S (Size S) - Màu Chanh ,simple,89000,89000,0,0,0.0,0,Đồ Chơi - Mẹ & Bé/Đồ dùng cho bé/Đồ dùng ăn uống cho bé/Núm ti,1784.0,2.0
61,61,65461111,Giày Thể Thao Nam Biti's Hunter X 2k20 DSMH03400,configurable,909000,1010000,101000,10,4.8,173,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,650.0,390.0
62,62,2645373,Vòng Tay Hít Đất Chữ S	Sportslink,simple,285000,285000,0,0,4.2,6,Thể Thao - Dã Ngoại/Dụng cụ - thiết bị tập thể thao/Dụng cụ hít đất,1455.0,67.0
63,63,8211864,Sủi Da S-509 - Kềm Nghĩa,simple,52000,52000,0,0,5.0,5,Làm Đẹp - Sức Khỏe/Dụng cụ làm đẹp/Chăm sóc móng/Dụng cụ làm móng,1274.0,24.0
64,64,142009481,Quần dài cạp cao Size S,simple,519000,549000,30000,5,5.0,1,Thể Thao - Dã Ngoại/Trang phục thể thao nữ/Quần thể thao nữ,206.0,1.0
65,65,144803551,Giày sneaker unisex Fila Funky Tennis 1998 - 1TM00622D,configurable,1250000,1795000,545000,30,5.0,1,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,196.0,3.0
66,66,75330574,KEO BỌT NỞ S-FOAM,simple,115500,115500,0,0,5.0,1,"Nhà Cửa - Đời Sống/Sửa chữa nhà cửa/Thùng đồ nghề, túi công cụ",526.0,5.0
67,67,118420932,Giày Thể Thao Nữ Biti’s Hunter Jogging ActivGen DSWH07200TRG (Trắng),configurable,638000,638000,0,0,4.7,31,Thể Thao - Dã Ngoại/Giày thể thao nữ/Giày chạy bộ nữ,301.0,53.0
68,68,43177217,Xe Đạp Điện Osakar Alpha S,configurable,14100000,14100000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Xe điện/Xe đạp điện,928.0,1.0
69,69,113109852,Giày Thể Thao Nam Biti's DSM074233,configurable,611000,643000,32000,5,5.0,10,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,335.0,23.0
70,70,2293213,Science a Children’s Encyclopedia,simple,303000,660000,357000,54,0.0,0,"Nhà Sách Tiki/English Books/Children's Books/Science, Nature & How It Works/Science & Experiments",1482.0,1.0
71,71,749389,Ti Ngậm Dạ Quang Kidsme 160117LA-S (Size S) - Màu Tím ,simple,89000,89000,0,0,0.0,0,Đồ Chơi - Mẹ & Bé/Đồ dùng cho bé/Đồ dùng ăn uống cho bé/Núm ti,1784.0,
72,72,97066811,Giày Thể Thao Cao Cấp Nam Biti's Hunter X Army Green DSMH05100REU (Rêu),configurable,960000,1010000,50000,5,4.8,186,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,392.0,442.0
73,73,2290947,Children’s Cookbook,simple,238000,476000,238000,50,0.0,0,Nhà Sách Tiki/English Books/Children's Books/Early Learning/Cooking and gardening,1482.0,16.0
74,74,47145894,Xe tay ga 50cc Nioshima S 2020,simple,19000000,19000000,0,0,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Xe máy/Xe 50cc,855.0,
75,75,153472449,Giày Sandal nữ Biti’s ÊMBRACE - CREAMY WHITE DPW070500KEM (Kem),configurable,343000,343000,0,0,4.6,10,Giày - Dép nữ/Giày sandals nữ/Giày sandals đế bằng,170.0,26.0
76,76,1416813,Giày Thượng Đình KK14-1 White,configurable,102900,102900,0,0,4.5,58,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,1597.0,203.0
77,77,228966,Tủ Tabi-S Duy Tân 4 Ngăn ,configurable,987000,987000,0,0,0.0,0,Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng ngủ/Tủ,2194.0,12.0
78,78,2290821,Sophie’s World,simple,85000,170000,85000,50,0.0,0,Nhà Sách Tiki/English Books/Children's Books/Growing Up & Facts of Life,1482.0,3.0
79,79,147982654,Giày Thể Thao Nữ Biti’s Hunter Street BLACK DSWH08000DEN (Đen),configurable,731000,731000,0,0,5.0,3,Thể Thao - Dã Ngoại/Giày thể thao nữ/Giày chạy bộ nữ,185.0,4.0
80,80,59080455,Giày Thể Thao Nam Biti's Hunter Street Mid DSMH03600,configurable,723000,761000,38000,5,4.8,56,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,676.0,129.0
81,81,14016433,Children’s Book of Magic,simple,242857,495000,252143,51,2.0,1,"Nhà Sách Tiki/English Books/Children's Books/Colouring, Sticker & Activity/Art and craft",1157.0,8.0
82,82,7412327,Sủi Da S-508,simple,65000,65000,0,0,4.5,6,Làm Đẹp - Sức Khỏe/Dụng cụ làm đẹp/Chăm sóc móng/Dụng cụ làm móng,1304.0,23.0
83,83,8211874,Sủi Da S-515 - Kềm Nghĩa,simple,60000,60000,0,0,5.0,5,Làm Đẹp - Sức Khỏe/Dụng cụ làm đẹp/Chăm sóc móng/Dụng cụ làm móng,1274.0,33.0
84,84,118281790,Giày Thể Thao Nam Biti’s Hunter X Z Collection InGreenZ DSMH06300REU (Rêu),configurable,1086000,1207000,121000,10,4.6,38,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,301.0,71.0
85,85,749393,Ti Ngậm Dạ Quang Kidsme 160117AQ-S (Size S) - Màu Xanh Biển,simple,89000,89000,0,0,0.0,0,Đồ Chơi - Mẹ & Bé/Đồ dùng cho bé/Đồ dùng ăn uống cho bé/Núm ti,1784.0,4.0
86,86,161730382,vợt cầu lông CALIBER S-PRO,simple,2800000,2800000,0,0,0.0,0,Thể Thao - Dã Ngoại/Các môn thể thao chơi vợt/Cầu lông/Vợt cầu lông,123.0,
87,87,16048980,Giày thể thao MCS,configurable,149000,164000,15000,9,4.7,9,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,1124.0,51.0
88,88,32034898,Máy Câu Cá Daiwa MG S,configurable,660000,660000,0,0,5.0,4,Thể Thao - Dã Ngoại/Dụng cụ câu cá/Máy câu,1000.0,5.0
89,89,541153,Ổ Cứng SSD Silicon Power S55 120GB (TLC) Up To 550MB/s / 420MB/s - Hàng Chính Hãng,simple,655000,700000,45000,6,4.5,11,Laptop - Máy Vi Tính - Linh kiện/Thiết Bị Lưu Trữ/Ổ Cứng Gắn Trong/Ổ Cứng SSD,737621.0,161.0
90,90,2155943,Rubik Qiheng S Megaminx Stickerless,simple,160000,160000,0,0,4.5,32,Đồ Chơi - Mẹ & Bé/Đồ chơi/Trò chơi trí tuệ,1477.0,246.0
91,91,2290803,My First Words Let’s Get Talking,simple,102000,204000,102000,50,4.5,11,Nhà Sách Tiki/English Books/Children's Books/Baby - Toddler/My first books,1482.0,66.0
92,92,3136583,Núm Vú Cổ Hẹp Wesser (Size S),simple,83000,83000,0,0,5.0,14,Đồ Chơi - Mẹ & Bé/Đồ dùng cho bé/Đồ dùng ăn uống cho bé/Núm ti,1419.0,53.0
93,93,7415095,Sủi Da S-505,simple,50000,50000,0,0,5.0,1,Làm Đẹp - Sức Khỏe/Dụng cụ làm đẹp/Chăm sóc móng/Dụng cụ làm móng,1304.0,18.0
94,94,161952601,Giày Thể Thao Đế Cloudfoam Đen GA034,configurable,233000,280000,47000,17,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,122.0,3.0
95,95,34080861,"Hộp 10 Mặt Nạ Dưỡng Ẩm, Làm Dịu Da JM Solution Water Luminous S.O.S Ringer 30ml x 10",simple,179000,179000,0,0,4.5,2,Làm Đẹp - Sức Khỏe/Chăm sóc da mặt/Mặt nạ,987.0,16.0
96,96,26169810,Tori’s Red Hair,simple,18000,85000,67000,79,5.0,5,Nhà Sách Tiki/Sách tiếng Việt/Sách thiếu nhi /Truyện tranh thiếu nhi,1036.0,36.0
97,97,2293331,First Children’s Dictionary,simple,170000,330000,160000,48,3.0,2,Nhà Sách Tiki/English Books/Dictionary/Children's & School Dictionary,1482.0,18.0
98,98,74866333,Giày Thể Thao Nam Biti's Hunter X DSMH03401,configurable,909000,1010000,101000,10,4.3,8,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,535.0,13.0
99,99,47817366,Fun For Samsung Note10 Smart Blurtooth S Pen NOTE10+ Mobile Phone Touch Control S Pen,configurable,391000,391000,0,0,1.0,1,Hàng Quốc Tế/Thiết Bị Số - Phụ Kiện Số/Linh kiện điện thoại,876.0,3.0
100,100,171144866,Rơ le thời  gian DH 48s-s,simple,120000,120000,0,0,0.0,0,Nhà Cửa - Đời Sống/Ngoài trời & sân vườn/Máy xịt rửa và phụ kiện/Phụ kiện máy xịt rửa,84.0,
101,101,32154901,Cáp S-Video 25m Choseal Chính Hãng,simple,740000,740000,0,0,0.0,0,Thiết Bị Số - Phụ Kiện Số/Phụ kiện máy tính và Laptop/Các Loại Cáp Chuyển Đổi/Bộ Chuyển Đổi Khác,1000.0,
102,102,145381986,[Ảnh thật 100%] Giày thể thao đẹp Em’s Shoes MS: ET45,configurable,280000,280000,0,0,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,195.0,
103,103,2290931,Children’s Step-by-Step Cookbook,simple,221000,429000,208000,48,0.0,0,Nhà Sách Tiki/English Books/Children's Books/Early Learning/Cooking and gardening,1482.0,9.0
104,104,176892856,Núm ti Lansinoh size S,simple,163472,182000,18528,10,0.0,0,Đồ Chơi - Mẹ & Bé/Đồ dùng cho bé/Đồ dùng ăn uống cho bé/Núm ti,43.0,
105,105,3942419,Thắt Lưng Nam Chữ S,configurable,88500,88500,0,0,4.8,13,"Phụ kiện thời trang/Phụ kiện thời trang nam/Thắt lưng, dây nịt nam",1383.0,49.0
106,106,142094796,Quần dài cạp cao size S,simple,479000,520000,41000,8,0.0,0,Thể Thao - Dã Ngoại/Trang phục thể thao nữ/Quần thể thao nữ,206.0,
107,107,142124479,Quần dài cạp cao size S,simple,479000,520000,41000,8,0.0,0,Thể Thao - Dã Ngoại/Trang phục thể thao nữ/Quần thể thao nữ,206.0,
108,108,127794590,Đá mài dao King S-45 6000,simple,565000,565000,0,0,5.0,1,"Nhà Cửa - Đời Sống/Dụng cụ nhà bếp/Dao, kéo và phụ kiện/Dụng cụ mài dao",250.0,2.0
109,109,52873197,PTP Khăn  TX-S TEAL,simple,815000,815000,0,0,3.0,2,"Thể Thao - Dã Ngoại/Phụ kiện thể thao/Khăn đa năng, khăn thể thao",785.0,2.0
110,110,161952601,Giày Thể Thao Đế Cloudfoam Đen GA034,configurable,233000,280000,47000,17,0.0,0,Thể Thao - Dã Ngoại/Giày thể thao nam/Giày chạy bộ nam,122.0,3.0
111,111,48602394,Sổ My Pocket Blue (S) Lined,simple,86000,86000,0,0,0.0,0,Nhà Sách Tiki/Văn phòng phẩm/Sổ Tay Các Loại,852.0,1.0
112,112,82937056,Roald Dahl’s 123,simple,146700,163000,16300,10,0.0,0,"Nhà Sách Tiki/English Books/Children's Books/Early Learning/Number, Shape & Colour",455.0,1.0
113,113,2595313,Rubik QiYi QiYuan S 4x4x4 stickerless,simple,62655,62655,0,0,0.0,0,Đồ Chơi - Mẹ & Bé/Đồ chơi/Trò chơi trí tuệ,1456.0,1.0
114,114,815358,Thú Bông Trứng Cầu Vồng S Bobi Craft WT-073RAI-S,simple,93500,110000,16500,15,0.0,0,"Đồ Chơi - Mẹ & Bé/Đồ chơi/Búp bê, Thú bông",1762.0,
115,115,115946319,"Keo nối mi sky D+,S+",configurable,90000,90000,0,0,0.0,0,Làm Đẹp - Sức Khỏe/Trang điểm /Dụng cụ trang điểm/Lông mi giả,319.0,
116,116,169072235,Balo dây rút Wall’s,simple,13500,13500,0,0,0.0,0,Balo và Vali/Balo/Balo dây rút,95.0,
117,117,52260835,Hộp Đựng Tiền S-236,simple,71000,71000,0,0,0.0,0,Nhà Cửa - Đời Sống/Nội thất/Nội thất phòng ngủ/Tủ,797.0,
118,118,121341596,Pittong Bình Xịt Kem Whip-it! PRT-96 S/S Piston Valve,simple,194700,194700,0,0,0.0,0,Nhà Cửa - Đời Sống/Dụng cụ nhà bếp/Phụ kiện nhà bếp/Phụ kiện nhà bếp khác,281.0,
119,119,2293353,Children’s Illustrated Thesaurus,simple,221001,429000,207999,48,4.5,7,Nhà Sách Tiki/English Books/Dictionary/Children's & School Dictionary,1482.0,48.0
120,120,101901280,Bộ dao Professional S ZWILLING 3 món,simple,7829000,7829000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Dụng cụ nhà bếp/Dao, kéo và phụ kiện/Dao các loại",379.0,
121,121,112995150,Giá đỡ đèn Speedlite PRO Godox loại S S-EC dành cho hộp mềm đèn flash Speedlite gắn Elinchrom,simple,580000,580000,0,0,0.0,0,Hàng Quốc Tế/Máy Ảnh - Máy Quay Phim/Phụ kiện máy ảnh,334.0,
122,122,2293325,Inventions A Children’s Encyclopedia,simple,441750,465000,23250,5,5.0,1,"Nhà Sách Tiki/English Books/Children's Books/Science, Nature & How It Works/Encyclopedias & General Knowledge",1482.0,17.0
123,123,29355666,Dr. Seuss’s ABC,simple,92150,95000,2850,3,5.0,3,Nhà Sách Tiki/English Books/Children's Books/Picture & Storybooks/Picture books,1017.0,24.0
124,124,157565731,Thảm lock&lock siZe S 61x43,configurable,335000,335000,0,0,0.0,0,Nhà Cửa - Đời Sống/Trang trí nhà cửa/Trang trí nhà cửa/Trang trí nhà cửa khác,153.0,
125,125,20860696,DAO RỌC GIẤY KDS S-14,simple,131000,131000,0,0,5.0,1,Nhà Sách Tiki/Văn phòng phẩm/Dụng Cụ Văn Phòng/Kéo - Dao Rọc Giấy,1084.0,4.0
126,126,155279935,Combo Cây Bàng Singapore Size S + Chậu Gỗ Trụ Tròn Size S | | THE FISH DESIGN,simple,180000,180000,0,0,0.0,0,"Nhà Cửa - Đời Sống/Ngoài trời & sân vườn/Hoa tươi, Cây cảnh & Hạt giống/Cây cảnh",162.0,
127,127,99144936,Mặt Nạ Cấp Ẩm Và Dưỡng Sáng Cho Da JMsolution Water Luminous S.O.S Ringer Mask 35ml,simple,20000,39000,19000,49,5.0,1,Làm Đẹp - Sức Khỏe/Chăm sóc da mặt/Mặt nạ,378.0,9.0
128,128,54547652,GR8-KASSAN. ÁO THUN K S,simple,490000,490000,0,0,0.0,0,Thời trang nữ/Áo nữ/Áo thun nữ,761.0,
129,129,108712489,Xe đạp điện Osakar ALPHA S,configurable,14790000,14990000,200000,1,0.0,0,Ô Tô - Xe Máy - Xe Đạp/Xe điện/Xe đạp điện,351.0,
